PRISM Time Series Data
Location:  Lat: 32.2496   Lon: -111.1812   Elev: 850m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2020-09-11 - 2021-09-11
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2025-Apr-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2020-09-11,0.00,13.9,22.6,31.3
2020-09-12,0.00,15.7,23.4,31.2
2020-09-13,0.00,18.4,25.7,33.0
2020-09-14,0.00,24.8,30.4,36.1
2020-09-15,0.00,25.3,30.4,35.6
2020-09-16,0.00,21.4,28.7,36.1
2020-09-17,0.00,21.4,29.8,38.2
2020-09-18,0.00,26.7,32.7,38.7
2020-09-19,0.00,26.8,31.9,36.9
2020-09-20,0.00,25.6,31.1,36.7
2020-09-21,0.00,23.2,30.4,37.7
2020-09-22,0.00,22.8,29.7,36.7
2020-09-23,0.00,23.0,29.3,35.6
2020-09-24,0.00,20.8,28.5,36.3
2020-09-25,0.00,20.6,29.2,37.7
2020-09-26,0.00,20.5,29.1,37.8
2020-09-27,0.00,20.0,28.6,37.3
2020-09-28,0.00,18.6,27.7,36.8
2020-09-29,0.00,18.6,27.7,36.8
2020-09-30,0.00,22.5,29.8,37.1
2020-10-01,0.00,19.9,28.7,37.6
2020-10-02,0.00,19.7,29.3,38.9
2020-10-03,0.00,18.9,28.7,38.6
2020-10-04,0.00,19.7,28.8,37.8
2020-10-05,0.00,18.8,28.4,38.0
2020-10-06,0.00,19.1,28.5,37.8
2020-10-07,0.00,18.9,28.3,37.8
2020-10-08,0.00,16.5,27.1,37.7
2020-10-09,0.00,18.0,27.4,36.8
2020-10-10,0.00,19.0,27.2,35.4
2020-10-11,0.00,17.1,25.7,34.4
2020-10-12,0.00,16.9,24.4,31.9
2020-10-13,0.00,16.4,25.3,34.2
2020-10-14,0.00,16.5,26.7,37.0
2020-10-15,0.00,16.9,26.6,36.3
2020-10-16,0.00,17.2,26.0,34.7
2020-10-17,0.00,17.5,27.4,37.4
2020-10-18,0.00,16.5,26.3,36.1
2020-10-19,0.00,16.5,25.4,34.3
2020-10-20,0.00,16.2,25.2,34.2
2020-10-21,0.00,16.4,25.2,34.0
2020-10-22,0.00,17.5,26.1,34.7
2020-10-23,0.00,16.6,24.6,32.7
2020-10-24,0.00,17.1,24.8,32.5
2020-10-25,0.00,17.6,24.7,31.8
2020-10-26,0.00,15.2,22.0,28.8
2020-10-27,0.00,1.8,10.9,20.0
2020-10-28,0.00,2.3,8.2,14.0
2020-10-29,0.00,3.6,11.5,19.4
2020-10-30,0.00,14.3,21.2,28.1
2020-10-31,0.00,13.1,21.5,29.9
2020-11-01,0.00,12.2,21.8,31.5
2020-11-02,0.00,15.4,23.6,31.8
2020-11-03,0.00,22.3,27.2,32.1
2020-11-04,0.00,16.5,24.9,33.3
2020-11-05,0.00,15.2,23.3,31.5
2020-11-06,0.00,17.1,25.5,33.8
2020-11-07,0.00,23.5,28.4,33.4
2020-11-08,0.00,8.5,17.6,26.7
2020-11-09,5.81,7.0,13.8,20.6
2020-11-10,0.82,4.1,9.0,13.9
2020-11-11,0.00,2.8,9.1,15.4
2020-11-12,0.00,2.2,11.0,19.9
2020-11-13,0.00,6.5,13.7,20.9
2020-11-14,0.00,7.6,14.9,22.3
2020-11-15,0.00,6.8,14.4,22.1
2020-11-16,0.00,5.0,15.6,26.2
2020-11-17,0.00,18.4,25.0,31.6
2020-11-18,0.00,15.3,23.8,32.3
2020-11-19,0.00,15.2,24.0,32.9
2020-11-20,0.00,15.1,22.8,30.5
2020-11-21,0.00,13.9,22.1,30.2
2020-11-22,0.00,11.9,20.1,28.2
2020-11-23,0.00,11.9,20.7,29.5
2020-11-24,0.00,9.7,18.1,26.5
2020-11-25,0.00,5.7,12.9,20.2
2020-11-26,0.00,4.9,13.1,21.4
2020-11-27,0.00,5.6,13.7,21.8
2020-11-28,0.00,4.8,9.8,14.9
2020-11-29,0.00,3.1,11.3,19.5
2020-11-30,0.00,3.3,13.0,22.7
2020-12-01,0.00,6.5,14.1,21.7
2020-12-02,0.00,3.0,11.6,20.3
2020-12-03,0.00,4.4,11.6,18.7
2020-12-04,0.00,0.9,7.6,14.3
2020-12-05,0.00,0.3,9.1,17.9
2020-12-06,0.00,3.9,11.7,19.6
2020-12-07,0.00,4.8,13.8,22.8
2020-12-08,0.00,13.0,18.3,23.7
2020-12-09,0.00,14.4,19.7,25.1
2020-12-10,2.48,12.1,18.9,25.7
2020-12-11,1.90,5.5,9.5,13.6
2020-12-12,0.00,4.9,11.2,17.5
